,items,support,count,,,,
4334,"{SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138399393,10210,,,
4390,"{SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138399393,10210,,
4397,"{SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138399393,10210,,,
3937,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=1,heartbleed=false,poodle=false,hpkpPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.138372282,10208,,,
3944,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=1,heartbleed=false,poodle=false,hpkpPolicy.status=\absent\""}""",0.138372282,10208,,,,
4000,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=1,heartbleed=false,hpkpPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.138372282,10208,,,
4007,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=1,heartbleed=false,hpkpPolicy.status=\absent\""}""",0.138372282,10208,,,,
4324,"{SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138358727,10207,
4331,"{SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.138358727,10207,,
4387,"{SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138358727,10207,
4394,"{SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.138358727,10207,,
4326,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138331616,10205,,
4333,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138331616,10205,,,
4389,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138331616,10205,,
4396,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,hstsPolicy.status=\absent\""","keySize=2048}""",0.138331616,10205,,,
4323,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.13829095,10202,
4330,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.13829095,10202,,
4386,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.13829095,10202,
4393,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.13829095,10202,,
4325,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138168953,10193,,
4332,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138168953,10193,,,
4388,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138168953,10193,,
4395,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138168953,10193,,,
4322,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138128287,10190,
4329,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.138128287,10190,,
4385,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138128287,10190,
4392,"{SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=1,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.138128287,10190,,
6821,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138060511,10185,,
6828,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138060511,10185,,,
6830,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138060511,10185,,
6852,"{rating=A,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138060511,10185,,
6859,"{rating=A,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138060511,10185,,,
6861,"{rating=A,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138060511,10185,,
6863,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138060511,10185,,,
6884,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138060511,10185,,
6891,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138060511,10185,,,
6893,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138060511,10185,,
6915,"{rating=A,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138060511,10185,,
6922,"{rating=A,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138060511,10185,,,
6924,"{rating=A,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138060511,10185,,
6926,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,hstsPolicy.status=\absent\""","keySize=2048}""",0.138060511,10185,,,
6927,"{rating=A,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138060511,10185,,,
7055,"{rating=A,forwardSecrecy=2,hstsPolicy.status=\absent\""","keySize=2048}""",0.138060511,10185,,,
6566,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6573,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6575,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6597,"{rating=A,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6604,"{rating=A,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6606,"{rating=A,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6608,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6629,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6636,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6638,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6660,"{rating=A,supportsRc4=false,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6667,"{rating=A,supportsRc4=false,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6669,"{rating=A,supportsRc4=false,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6671,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6672,"{rating=A,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6800,"{rating=A,supportsRc4=false,forwardSecrecy=2,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6819,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6820,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6826,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6827,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6850,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6851,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6857,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6858,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6882,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6883,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6889,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6890,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6913,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6914,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.138046955,10184,,
6920,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6921,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,hstsPolicy.status=\absent\""","keySize=2048}""",0.138046955,10184,,,
6564,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.1380334,10183,,
6565,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.1380334,10183,,
6571,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.1380334,10183,,,
6572,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.1380334,10183,,,
6595,"{rating=A,SSL2Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.1380334,10183,,
6596,"{rating=A,SSL2Enabled=0,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.1380334,10183,,
6602,"{rating=A,SSL2Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.1380334,10183,,,
6603,"{rating=A,SSL2Enabled=0,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.1380334,10183,,,
6627,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.1380334,10183,,
6628,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.1380334,10183,,
6634,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.1380334,10183,,,
6635,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,hstsPolicy.status=\absent\""","keySize=2048}""",0.1380334,10183,,,
6658,"{rating=A,SSL2Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.1380334,10183,,
6659,"{rating=A,SSL2Enabled=0,supportsRc4=false,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.1380334,10183,,
6665,"{rating=A,SSL2Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.1380334,10183,,,
6666,"{rating=A,SSL2Enabled=0,supportsRc4=false,forwardSecrecy=2,hstsPolicy.status=\absent\""","keySize=2048}""",0.1380334,10183,,,
6806,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,
6813,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,,
6815,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,
6831,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,,
6837,"{rating=A,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,
6844,"{rating=A,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,,
6846,"{rating=A,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,
6862,"{rating=A,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,,
6869,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,
6876,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,,
6878,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,
6894,"{rating=A,SSL3Enabled=0,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,,
6900,"{rating=A,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,
6907,"{rating=A,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,,
6909,"{rating=A,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,
6925,"{rating=A,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137965624,10178,,
6551,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6558,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6560,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6576,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6582,"{rating=A,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6589,"{rating=A,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6591,"{rating=A,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6607,"{rating=A,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6614,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6621,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6623,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6639,"{rating=A,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6645,"{rating=A,supportsRc4=false,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6652,"{rating=A,supportsRc4=false,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6654,"{rating=A,supportsRc4=false,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6670,"{rating=A,supportsRc4=false,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6804,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6805,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6811,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6812,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6835,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6836,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6842,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6843,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6867,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6868,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6874,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6875,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6898,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6899,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,
6905,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6906,"{rating=A,SSL2Enabled=0,forwardSecrecy=2,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137952069,10177,,
6549,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137938513,10176,
6550,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137938513,10176,
6556,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137938513,10176,,
6557,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137938513,10176,,
6580,"{rating=A,SSL2Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137938513,10176,
6581,"{rating=A,SSL2Enabled=0,supportsRc4=false,forwardSecrecy=2,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.137938513,10176,
6587,"{rating=A,SSL2Enabled=0,supportsRc4=false,forwardSecrecy=2,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.137938513,10176,,
