"","rules","support","confidence","lift","count"
"258","{rating=A+,TLS11Enabled=0,TLS12Enabled=1} => {SSL2Enabled=0}",0.0259176923494009,1,1.02229674486925,1912
"519","{rating=A+,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=1} => {SSL2Enabled=0}",0.0259176923494009,1,1.02229674486925,1912
"520","{rating=A+,SSL2Enabled=0,TLS11Enabled=0,TLS12Enabled=1} => {SSL3Enabled=0}",0.0259176923494009,1,1.10498329913275,1912
"284","{rating=A,TLS11Enabled=0,TLS12Enabled=1} => {SSL3Enabled=0}",0.0256465867808925,1,1.10498329913275,1892
"286","{rating=A,TLS11Enabled=0,TLS12Enabled=1} => {SSL2Enabled=0}",0.0256465867808925,1,1.02229674486925,1892
"547","{rating=A,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=1} => {SSL2Enabled=0}",0.0256465867808925,1,1.02229674486925,1892
"548","{rating=A,SSL2Enabled=0,TLS11Enabled=0,TLS12Enabled=1} => {SSL3Enabled=0}",0.0256465867808925,1,1.10498329913275,1892
"183","{rating=C,TLS1Enabled=1,TLS11Enabled=0} => {SSL2Enabled=0}",0.0256194762240416,1,1.02229674486925,1890
"503","{rating=A+,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1} => {SSL3Enabled=0}",0.0251585967575774,1,1.10498329913275,1856
"506","{rating=A+,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1} => {SSL2Enabled=0}",0.0251585967575774,1,1.02229674486925,1856
"640","{rating=A+,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1} => {SSL2Enabled=0}",0.0251585967575774,1,1.02229674486925,1856
"641","{rating=A+,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1} => {SSL3Enabled=0}",0.0251585967575774,1,1.10498329913275,1856
"129","{rating=C,TLS1Enabled=1,TLS12Enabled=0} => {SSL2Enabled=0}",0.025145041479152,1,1.02229674486925,1855
"369","{rating=C,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=0} => {SSL2Enabled=0}",0.0241690614325218,1,1.02229674486925,1783
