"id","attempts","BestRating","PoorestRating"
8232,"1","Err","Err"
8238,"1","Err","Err"
8243,"1","Err","Err"
8258,"1","Err","Err"
8272,"1","Err","Err"
8289,"1","Err","Err"
8290,"1","Err","Err"
8296,"1","Err","Err"
8301,"1","Err","Err"
8302,"1","Err","Err"
8306,"1","Err","Err"
8308,"1","Err","Err"
8321,"1","Err","Err"
8330,"1","Err","Err"
8335,"1","Err","Err"
8341,"1","Err","Err"
8353,"1","Err","Err"
8370,"1","A","A"
8374,"1","Err","Err"
8384,"1","Err","Err"
8392,"1","Err","Err"
8396,"1","Err","Err"
8400,"1","Err","Err"
8407,"1","Err","Err"
8414,"1","Err","Err"
8421,"1","Err","Err"
8424,"1","Err","Err"
8425,"1","Err","Err"
8427,"1","Err","Err"
8454,"1","Err","Err"
8465,"1","Err","Err"
8468,"1","Err","Err"
8474,"1","Err","Err"
8477,"1","Err","Err"
8483,"1","Err","Err"
8495,"1","Err","Err"
8509,"1","Err","Err"
8511,"1","Err","Err"
8514,"1","Err","Err"
8519,"1","Err","Err"
8520,"1","Err","Err"
8542,"1","Err","Err"
8554,"1","Err","Err"
8597,"1","Err","Err"
8604,"1","Err","Err"
8605,"1","Err","Err"
8615,"1","Err","Err"
8617,"1","Err","Err"
8640,"1","Err","Err"
8645,"1","Err","Err"
8648,"1","Err","Err"
8650,"1","Err","Err"
8682,"1","A+","A+"
8683,"1","Err","Err"
8684,"1","Err","Err"
8688,"1","Err","Err"
8692,"1","Err","Err"
8694,"1","Err","Err"
8708,"1","Err","Err"
8715,"1","Err","Err"
8719,"1","Err","Err"
8722,"1","Err","Err"
8731,"1","Err","Err"
8737,"1","Err","Err"
8745,"1","Err","Err"
8758,"1","Err","Err"
8781,"1","Err","Err"
8784,"1","Err","Err"
8805,"1","Err","Err"
8811,"1","Err","Err"
8814,"1","Err","Err"
8822,"1","Err","Err"
8827,"1","Err","Err"
8828,"1","Err","Err"
8831,"1","Err","Err"
8840,"1","Err","Err"
